"#","No.","Name","Category","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm"
"159","168","Ian Dunlop","Senior","6","6","7:18.101","11.5","43:14.823","14:47:36.260","79","158","22","","368","0",""
"160","166","Graeme Cross","Senior","6","6","7:30.238","11.2","43:18.808","14:47:40.245","75","155","21","","366","0",""
"161","??","LC-04372","","0","0","","0.0","","14:47:40.257","72","153","21","","323","0",""
"162","188","Adam Wallace","Senior","6","6","7:29.769","11.2","43:30.636","14:47:52.073","84","156","18","","388","0",""
"163","182","Addy Pope","Senior","6","6","7:18.976","11.5","44:12.372","14:48:33.809","81","156","21","","382","0",""
"164","174","David Lines","Senior","7","7","6:26.313","13.0","44:16.804","14:48:38.241","79","152","22","","374","0",""
"165","191","Barry Wilson","Senior","6","7","7:32.800","11.1","44:28.508","14:48:49.945","82","150","16","","391","0",""
"166","192","Brian Yates","Senior","6","7","7:28.610","11.2","44:40.481","14:49:01.918","80","148","19","","392","0",""
"167","175","Gary MacDonald","Senior","7","7","6:34.496","12.8","44:47.544","14:49:08.981","84","151","23","","375","0",""
"168","164","Tom Blankenstein","Senior","6","7","7:31.595","11.2","44:49.118","14:49:10.555","80","151","23","","364","0",""
"169","186","Stephen Walker","Senior","6","7","7:54.819","10.6","45:13.968","14:49:35.405","80","149","25","","386","0",""
"170","194","Tom Rowntree","Senior","6","7","7:33.663","11.1","45:27.516","14:49:48.953","83","151","15","","394","0",""
"171","165","Jim Cameron","Senior","6","7","7:50.891","10.7","45:43.409","14:50:04.846","84","158","17","","365","0",""
"172","163","John-Paul Baxter","Senior","6","7","8:25.679","10.0","45:49.851","14:50:11.288","80","162","16","","363","0",""
"173","178","Ewan Mulhern","Senior","6","7","8:05.863","10.4","46:22.523","14:50:43.960","78","154","20","","378","0",""
"174","189","Daniel Whitehead","Senior","7","7","6:47.243","12.4","46:25.877","14:50:47.314","82","166","18","","389","0",""
"175","169","Simon Fairfull","Senior","6","7","7:55.901","10.6","46:51.240","14:51:12.677","83","158","20","","369","0",""
"176","187","Neil Walker","Senior","7","7","6:55.755","12.1","46:52.018","14:51:13.455","78","151","20","","387","0",""
"177","184","Mark Shilton","Senior","6","7","7:50.789","10.7","46:53.404","14:51:14.841","83","170","20","","384","0",""
"178","170","Craig Hamilton","Senior","6","7","8:10.688","10.3","47:01.304","14:51:22.741","81","166","19","","370","0",""
"179","??","KW-42097","","0","0","","0.0","","14:52:01.865","83","105","18","","335","0",""
"180","??","CX-06417","","0","0","","0.0","","14:52:02.124","84","141","18","","349","0",""
"181","180","Aaron Outhwaite","Senior","5","7","10:11.270","8.2","47:55.177","14:52:16.614","80","141","23","","380","0",""
"182","181","Tom Owens","Senior","7","7","6:48.865","12.3","48:05.292","14:52:26.729","80","151","34","","381","0",""
"183","161","Wayne Barr","Senior","7","7","7:03.019","11.9","48:15.422","14:52:36.859","76","154","19","","361","0",""
"184","173","Scott Lindsay","Senior","7","7","7:05.044","11.9","48:18.582","14:52:40.019","82","152","20","","373","0",""
"185","176","John Mackenzie","Senior","7","7","7:16.394","11.5","49:43.907","14:54:05.344","84","171","30","","376","0",""
"186","177","Eoghan Maguire","Senior","7","7","7:11.811","11.7","49:57.924","14:54:19.361","82","155","22","","377","0",""
"187","185","Steven Turbitt","Senior","7","7","7:39.902","11.0","50:18.985","14:54:40.422","81","151","22","","385","0",""
"188","168","Ian Dunlop","Senior","7","7","7:29.172","11.2","50:43.995","14:55:05.432","81","174","24","","368","0",""
"189","174","David Lines","Senior","8","8","6:40.435","12.6","50:57.239","14:55:18.676","82","151","24","","374","0",""
"190","166","Graeme Cross","Senior","7","8","7:53.630","10.6","51:12.438","14:55:33.875","73","154","26","","366","0",""
"191","??","LC-04372","","0","0","","0.0","","14:55:33.887","71","153","26","","323","0",""
"192","188","Adam Wallace","Senior","7","8","7:45.296","10.8","51:15.932","14:55:37.369","83","153","31","","388","0",""
"193","175","Gary MacDonald","Senior","8","8","6:40.619","12.6","51:28.163","14:55:49.600","81","152","19","","375","0",""
"194","182","Addy Pope","Senior","7","8","7:40.116","11.0","51:52.488","14:56:13.925","83","156","22","","382","0",""
"195","192","Brian Yates","Senior","7","8","7:25.616","11.3","52:06.097","14:56:27.534","83","150","17","","392","0",""
"196","162","Chris Barr","Senior","6","8","10:13.245","8.2","52:23.934","14:56:45.371","82","150","19","","362","0",""
"197","172","Andrew Leitch","Senior","5","8","10:51.147","7.7","52:28.453","14:56:49.890","81","151","18","","372","0",""
"198","191","Barry Wilson","Senior","7","8","8:03.776","10.4","52:32.284","14:56:53.721","83","150","24","","391","0",""
"199","193","Ross Young","Senior","5","8","11:02.689","7.6","52:54.560","14:57:15.997","84","175","22","","393","0",""
"200","186","Stephen Walker","Senior","7","8","7:50.660","10.7","53:04.628","14:57:26.065","82","148","31","","386","0",""
"201","164","Tom Blankenstein","Senior","7","8","8:18.197","10.1","53:07.315","14:57:28.752","83","151","40","","364","0",""
"202","194","Tom Rowntree","Senior","7","8","7:41.671","10.9","53:09.187","14:57:30.624","82","148","40","","394","0",""
"203","165","Jim Cameron","Senior","7","8","7:49.191","10.7","53:32.600","14:57:54.037","82","160","21","","365","0",""
"204","187","Neil Walker","Senior","8","8","6:43.079","12.5","53:35.097","14:57:56.534","76","150","21","","387","0",""
"205","189","Daniel Whitehead","Senior","8","8","7:09.767","11.7","53:35.644","14:57:57.081","82","159","20","","389","0",""
"206","163","John-Paul Baxter","Senior","7","8","7:58.580","10.5","53:48.431","14:58:09.868","80","162","23","","363","0",""
"207","178","Ewan Mulhern","Senior","7","8","8:17.474","10.1","54:39.997","14:59:01.434","78","153","23","","378","0",""
"208","??","HS-91391","","0","0","","0.0","","14:59:07.551","83","152","25","","318","0",""
"209","184","Mark Shilton","Senior","7","8","7:58.822","10.5","54:52.226","14:59:13.663","82","171","25","","384","0",""
"210","181","Tom Owens","Senior","8","8","6:56.520","12.1","55:01.812","14:59:23.249","77","151","19","","381","0",""
"211","169","Simon Fairfull","Senior","7","8","8:15.535","10.2","55:06.775","14:59:28.212","83","158","17","","369","0",""
"212","161","Wayne Barr","Senior","8","8","6:58.010","12.1","55:13.432","14:59:34.869","73","148","21","","361","0",""
"213","173","Scott Lindsay","Senior","8","8","7:05.863","11.8","55:24.445","14:59:45.882","83","152","28","","373","0",""
